index,open,high,low,close,volume,trade_count,vwap,datetime,date,time,minute_of_day,hour
2018-01-02 16:00:00-05:00,14.5,14.5,14.5,14.5,503752.0,7.0,14.5,2018-01-02 16:00:00-05:00,2018-01-02,16:00:00,960,16
2018-01-03 16:00:00-05:00,14.52,14.52,14.52,14.52,307252.0,12.0,14.52,2018-01-03 16:00:00-05:00,2018-01-03,16:00:00,960,16
2018-01-04 16:00:00-05:00,13.06,13.06,13.06,13.06,1248844.0,3.0,13.06,2018-01-04 16:00:00-05:00,2018-01-04,16:00:00,960,16
2018-01-05 16:00:00-05:00,13.32,13.32,13.31,13.31,662608.0,6.0,13.31,2018-01-05 16:00:00-05:00,2018-01-05,16:00:00,960,16
2018-01-08 16:00:00-05:00,13.86,13.86,13.86,13.86,717716.0,19.0,13.86,2018-01-08 16:00:00-05:00,2018-01-08,16:00:00,960,16
2018-01-09 16:00:00-05:00,13.65,13.65,13.65,13.65,1448616.0,12.0,13.65,2018-01-09 16:00:00-05:00,2018-01-09,16:00:00,960,16
2018-01-10 16:00:00-05:00,14.65,14.65,14.65,14.65,725856.0,7.0,14.65,2018-01-10 16:00:00-05:00,2018-01-10,16:00:00,960,16
2018-01-11 16:00:00-05:00,14.56,14.56,14.55,14.56,603736.0,16.0,14.55,2018-01-11 16:00:00-05:00,2018-01-11,16:00:00,960,16
2018-01-12 16:00:00-05:00,14.19,14.19,14.19,14.19,330664.0,11.0,14.19,2018-01-12 16:00:00-05:00,2018-01-12,16:00:00,960,16
2018-01-16 16:00:00-05:00,14.1,14.1,14.1,14.1,899924.0,12.0,14.1,2018-01-16 16:00:00-05:00,2018-01-16,16:00:00,960,16
2018-01-17 16:00:00-05:00,14.08,14.08,14.08,14.08,257600.0,8.0,14.08,2018-01-17 16:00:00-05:00,2018-01-17,16:00:00,960,16
2018-01-18 16:00:00-05:00,14.07,14.07,14.02,14.02,167352.0,9.0,14.07,2018-01-18 16:00:00-05:00,2018-01-18,16:00:00,960,16
2018-01-19 16:00:00-05:00,14.01,14.01,14.01,14.01,300372.0,11.0,14.01,2018-01-19 16:00:00-05:00,2018-01-19,16:00:00,960,16
2018-01-22 16:00:00-05:00,13.78,13.78,13.78,13.78,231984.0,5.0,13.78,2018-01-22 16:00:00-05:00,2018-01-22,16:00:00,960,16
2018-01-23 16:00:00-05:00,13.94,13.94,13.94,13.94,214616.0,12.0,13.94,2018-01-23 16:00:00-05:00,2018-01-23,16:00:00,960,16
2018-01-24 16:00:00-05:00,14.44,14.44,14.44,14.44,290452.0,11.0,14.44,2018-01-24 16:00:00-05:00,2018-01-24,16:00:00,960,16
2018-01-25 16:00:00-05:00,14.71,14.71,14.71,14.71,215736.0,6.0,14.71,2018-01-25 16:00:00-05:00,2018-01-25,16:00:00,960,16
2018-01-26 16:00:00-05:00,14.52,14.52,14.52,14.52,154540.0,9.0,14.52,2018-01-26 16:00:00-05:00,2018-01-26,16:00:00,960,16
2018-01-29 16:00:00-05:00,14.41,14.41,14.41,14.41,688984.0,16.0,14.41,2018-01-29 16:00:00-05:00,2018-01-29,16:00:00,960,16
2018-01-30 16:00:00-05:00,14.83,14.83,14.83,14.83,333604.0,12.0,14.83,2018-01-30 16:00:00-05:00,2018-01-30,16:00:00,960,16
2018-01-31 16:00:00-05:00,14.55,14.55,14.55,14.55,468952.0,14.0,14.55,2018-01-31 16:00:00-05:00,2018-01-31,16:00:00,960,16
2018-02-01 16:00:00-05:00,14.47,14.47,14.47,14.47,730964.0,19.0,14.47,2018-02-01 16:00:00-05:00,2018-02-01,16:00:00,960,16
2018-02-02 16:00:00-05:00,14.32,14.32,14.32,14.32,259884.0,7.0,14.32,2018-02-02 16:00:00-05:00,2018-02-02,16:00:00,960,16
2018-02-05 16:00:00-05:00,14.05,14.05,14.03,14.03,192328.0,10.0,14.05,2018-02-05 16:00:00-05:00,2018-02-05,16:00:00,960,16
2018-02-06 16:00:00-05:00,13.9,13.91,13.9,13.91,286744.0,15.0,13.9,2018-02-06 16:00:00-05:00,2018-02-06,16:00:00,960,16
2018-02-07 16:00:00-05:00,13.71,13.71,13.71,13.71,189752.0,13.0,13.71,2018-02-07 16:00:00-05:00,2018-02-07,16:00:00,960,16
2018-02-08 16:00:00-05:00,13.63,13.63,13.63,13.63,204672.0,7.0,13.63,2018-02-08 16:00:00-05:00,2018-02-08,16:00:00,960,16
2018-02-09 16:00:00-05:00,13.59,13.59,13.59,13.59,375708.0,8.0,13.59,2018-02-09 16:00:00-05:00,2018-02-09,16:00:00,960,16
2018-02-12 16:00:00-05:00,13.67,13.67,13.67,13.67,201344.0,14.0,13.67,2018-02-12 16:00:00-05:00,2018-02-12,16:00:00,960,16
2018-02-13 16:00:00-05:00,13.67,13.67,13.67,13.67,97068.0,12.0,13.67,2018-02-13 16:00:00-05:00,2018-02-13,16:00:00,960,16
2018-02-14 16:00:00-05:00,13.94,13.94,13.94,13.94,699392.0,6.0,13.94,2018-02-14 16:00:00-05:00,2018-02-14,16:00:00,960,16
2018-02-15 16:00:00-05:00,14.18,14.18,14.18,14.18,418088.0,8.0,14.18,2018-02-15 16:00:00-05:00,2018-02-15,16:00:00,960,16
