index,open,high,low,close,volume,trade_count,vwap,datetime,date,time,minute_of_day,hour
2018-01-02 16:00:00-05:00,31.36,31.36,31.36,31.36,1519838.0,18.0,31.36,2018-01-02 16:00:00-05:00,2018-01-02,16:00:00,960,16
2018-01-03 16:00:00-05:00,31.56,31.56,31.56,31.56,1101174.0,15.0,31.56,2018-01-03 16:00:00-05:00,2018-01-03,16:00:00,960,16
2018-01-04 16:00:00-05:00,31.68,31.68,31.68,31.68,1349878.0,17.0,31.68,2018-01-04 16:00:00-05:00,2018-01-04,16:00:00,960,16
2018-01-05 16:00:00-05:00,31.75,31.75,31.75,31.75,1136558.0,28.0,31.75,2018-01-05 16:00:00-05:00,2018-01-05,16:00:00,960,16
2018-01-08 16:00:00-05:00,32.02,32.02,32.02,32.02,844582.0,26.0,32.02,2018-01-08 16:00:00-05:00,2018-01-08,16:00:00,960,16
2018-01-09 16:00:00-05:00,32.74,32.74,32.74,32.74,930786.0,32.0,32.74,2018-01-09 16:00:00-05:00,2018-01-09,16:00:00,960,16
2018-01-10 16:00:00-05:00,31.8,31.8,31.8,31.8,811264.0,23.0,31.8,2018-01-10 16:00:00-05:00,2018-01-10,16:00:00,960,16
2018-01-11 16:00:00-05:00,31.98,31.98,31.98,31.98,615054.0,17.0,31.98,2018-01-11 16:00:00-05:00,2018-01-11,16:00:00,960,16
2018-01-12 16:00:00-05:00,31.89,31.89,31.88,31.89,1842628.0,23.0,31.88,2018-01-12 16:00:00-05:00,2018-01-12,16:00:00,960,16
2018-01-16 16:00:00-05:00,32.28,32.28,32.28,32.28,751740.0,27.0,32.28,2018-01-16 16:00:00-05:00,2018-01-16,16:00:00,960,16
2018-01-17 16:00:00-05:00,33.53,33.53,33.53,33.53,1101510.0,18.0,33.53,2018-01-17 16:00:00-05:00,2018-01-17,16:00:00,960,16
2018-01-18 16:00:00-05:00,33.24,33.24,33.24,33.24,872380.0,24.0,33.24,2018-01-18 16:00:00-05:00,2018-01-18,16:00:00,960,16
2018-01-19 16:00:00-05:00,33.43,33.43,33.43,33.43,1988364.0,18.0,33.43,2018-01-19 16:00:00-05:00,2018-01-19,16:00:00,960,16
2018-01-22 16:00:00-05:00,33.89,33.89,33.89,33.89,812026.0,23.0,33.89,2018-01-22 16:00:00-05:00,2018-01-22,16:00:00,960,16
2018-01-23 16:00:00-05:00,34.23,34.23,34.23,34.23,1489128.0,20.0,34.23,2018-01-23 16:00:00-05:00,2018-01-23,16:00:00,960,16
2018-01-24 16:00:00-05:00,34.14,34.15,34.14,34.14,1184018.0,21.0,34.14,2018-01-24 16:00:00-05:00,2018-01-24,16:00:00,960,16
2018-01-25 16:00:00-05:00,33.9,33.9,33.9,33.9,1055972.0,25.0,33.9,2018-01-25 16:00:00-05:00,2018-01-25,16:00:00,960,16
2018-01-26 16:00:00-05:00,34.46,34.46,34.46,34.46,1191802.0,34.0,34.46,2018-01-26 16:00:00-05:00,2018-01-26,16:00:00,960,16
2018-01-29 16:00:00-05:00,34.15,34.15,34.15,34.15,894878.0,18.0,34.15,2018-01-29 16:00:00-05:00,2018-01-29,16:00:00,960,16
2018-01-30 16:00:00-05:00,33.95,33.95,33.95,33.95,847496.0,20.0,33.95,2018-01-30 16:00:00-05:00,2018-01-30,16:00:00,960,16
2018-01-31 16:00:00-05:00,34.12,34.12,34.12,34.12,3362080.0,28.0,34.12,2018-01-31 16:00:00-05:00,2018-01-31,16:00:00,960,16
2018-02-01 16:00:00-05:00,33.97,33.97,33.97,33.97,564736.0,17.0,33.97,2018-02-01 16:00:00-05:00,2018-02-01,16:00:00,960,16
2018-02-02 16:00:00-05:00,33.32,33.32,33.32,33.32,1395908.0,30.0,33.32,2018-02-02 16:00:00-05:00,2018-02-02,16:00:00,960,16
2018-02-05 16:00:00-05:00,31.93,32.05,31.93,31.95,1216088.0,38.0,31.93,2018-02-05 16:00:00-05:00,2018-02-05,16:00:00,960,16
2018-02-06 16:00:00-05:00,32.1,32.1,32.1,32.1,1156810.0,27.0,32.1,2018-02-06 16:00:00-05:00,2018-02-06,16:00:00,960,16
2018-02-07 16:00:00-05:00,32.28,32.28,32.28,32.28,1609240.0,27.0,32.28,2018-02-07 16:00:00-05:00,2018-02-07,16:00:00,960,16
2018-02-08 16:00:00-05:00,31.0,31.02,31.0,31.02,1539602.0,17.0,31.0,2018-02-08 16:00:00-05:00,2018-02-08,16:00:00,960,16
2018-02-09 16:00:00-05:00,31.45,31.45,31.45,31.45,975888.0,21.0,31.45,2018-02-09 16:00:00-05:00,2018-02-09,16:00:00,960,16
2018-02-12 16:00:00-05:00,32.04,32.04,32.04,32.04,1459110.0,24.0,32.04,2018-02-12 16:00:00-05:00,2018-02-12,16:00:00,960,16
2018-02-13 16:00:00-05:00,31.7,31.7,31.7,31.7,612306.0,28.0,31.64,2018-02-13 16:00:00-05:00,2018-02-13,16:00:00,960,16
2018-02-14 16:00:00-05:00,31.95,31.95,31.95,31.95,871528.0,30.0,31.95,2018-02-14 16:00:00-05:00,2018-02-14,16:00:00,960,16
2018-02-15 16:00:00-05:00,32.81,32.81,32.81,32.81,698888.0,26.0,32.81,2018-02-15 16:00:00-05:00,2018-02-15,16:00:00,960,16
2018-02-16 16:00:00-05:00,32.74,32.74,32.74,32.74,699040.0,22.0,32.74,2018-02-16 16:00:00-05:00,2018-02-16,16:00:00,960,16
2018-02-20 16:00:00-05:00,32.3,32.3,32.3,32.3,1231330.0,34.0,32.3,2018-02-20 16:00:00-05:00,2018-02-20,16:00:00,960,16
2018-02-21 16:00:00-05:00,32.52,32.52,32.48,32.48,925770.0,25.0,32.51,2018-02-21 16:00:00-05:00,2018-02-21,16:00:00,960,16
2018-02-22 16:00:00-05:00,32.47,32.47,32.47,32.47,647626.0,16.0,32.47,2018-02-22 16:00:00-05:00,2018-02-22,16:00:00,960,16
2018-02-23 16:00:00-05:00,32.94,32.94,32.94,32.94,740304.0,19.0,32.94,2018-02-23 16:00:00-05:00,2018-02-23,16:00:00,960,16
2018-02-26 16:00:00-05:00,32.91,32.91,32.91,32.91,644602.0,15.0,32.91,2018-02-26 16:00:00-05:00,2018-02-26,16:00:00,960,16
2018-02-27 16:00:00-05:00,32.09,32.17,32.09,32.09,1225056.0,25.0,32.09,2018-02-27 16:00:00-05:00,2018-02-27,16:00:00,960,16
2018-02-28 16:00:00-05:00,31.69,31.69,31.69,31.69,1532486.0,45.0,31.69,2018-02-28 16:00:00-05:00,2018-02-28,16:00:00,960,16
2018-03-01 16:00:00-05:00,27.13,27.13,27.11,27.11,1907730.0,10.0,27.11,2018-03-01 16:00:00-05:00,2018-03-01,16:00:00,960,16
2018-03-02 16:00:00-05:00,27.08,27.08,27.08,27.08,1331388.0,7.0,27.08,2018-03-02 16:00:00-05:00,2018-03-02,16:00:00,960,16
2018-03-05 16:00:00-05:00,27.87,27.87,27.87,27.87,1376500.0,19.0,27.87,2018-03-05 16:00:00-05:00,2018-03-05,16:00:00,960,16
2018-03-06 16:00:00-05:00,27.84,27.84,27.78,27.84,990704.0,41.0,27.83,2018-03-06 16:00:00-05:00,2018-03-06,16:00:00,960,16
2018-03-07 16:00:00-05:00,27.78,27.78,27.78,27.78,1102094.0,19.0,27.78,2018-03-07 16:00:00-05:00,2018-03-07,16:00:00,960,16
2018-03-08 16:00:00-05:00,28.42,28.42,28.42,28.42,844166.0,27.0,28.42,2018-03-08 16:00:00-05:00,2018-03-08,16:00:00,960,16
2018-03-09 16:00:00-05:00,29.03,29.03,29.0,29.03,1194590.0,39.0,29.03,2018-03-09 16:00:00-05:00,2018-03-09,16:00:00,960,16
2018-03-12 16:00:00-04:00,29.22,29.22,29.22,29.22,1629774.0,23.0,29.22,2018-03-12 16:00:00-04:00,2018-03-12,16:00:00,960,16
2018-03-13 16:00:00-04:00,29.35,29.35,29.35,29.35,933286.0,26.0,29.35,2018-03-13 16:00:00-04:00,2018-03-13,16:00:00,960,16
2018-03-14 16:00:00-04:00,29.37,29.38,29.37,29.37,916772.0,33.0,29.37,2018-03-14 16:00:00-04:00,2018-03-14,16:00:00,960,16
2018-03-15 16:00:00-04:00,29.1,29.1,29.1,29.1,780892.0,20.0,29.1,2018-03-15 16:00:00-04:00,2018-03-15,16:00:00,960,16
2018-03-16 16:00:00-04:00,29.32,29.32,29.32,29.32,3757594.0,35.0,29.32,2018-03-16 16:00:00-04:00,2018-03-16,16:00:00,960,16
2018-03-19 16:00:00-04:00,29.14,29.14,29.14,29.14,4430332.0,14.0,29.14,2018-03-19 16:00:00-04:00,2018-03-19,16:00:00,960,16
2018-03-20 16:00:00-04:00,29.34,29.34,29.34,29.34,736026.0,21.0,29.34,2018-03-20 16:00:00-04:00,2018-03-20,16:00:00,960,16
2018-03-21 16:00:00-04:00,29.04,29.04,29.04,29.04,1958324.0,14.0,29.04,2018-03-21 16:00:00-04:00,2018-03-21,16:00:00,960,16
2018-03-22 16:00:00-04:00,28.39,28.42,28.39,28.42,1488288.0,26.0,28.39,2018-03-22 16:00:00-04:00,2018-03-22,16:00:00,960,16
2018-03-23 16:00:00-04:00,27.94,27.94,27.93,27.94,1343192.0,32.0,27.93,2018-03-23 16:00:00-04:00,2018-03-23,16:00:00,960,16
2018-03-26 16:00:00-04:00,28.44,28.44,28.44,28.44,888044.0,14.0,28.44,2018-03-26 16:00:00-04:00,2018-03-26,16:00:00,960,16
2018-03-27 16:00:00-04:00,28.13,28.13,28.13,28.13,1064748.0,26.0,28.13,2018-03-27 16:00:00-04:00,2018-03-27,16:00:00,960,16
2018-03-28 16:00:00-04:00,28.12,28.12,28.12,28.12,723066.0,23.0,28.12,2018-03-28 16:00:00-04:00,2018-03-28,16:00:00,960,16
2018-03-29 16:00:00-04:00,28.61,28.61,28.61,28.61,1523382.0,21.0,28.6,2018-03-29 16:00:00-04:00,2018-03-29,16:00:00,960,16
2018-04-02 16:00:00-04:00,27.81,27.81,27.81,27.81,2059704.0,16.0,27.81,2018-04-02 16:00:00-04:00,2018-04-02,16:00:00,960,16
2018-04-03 16:00:00-04:00,27.87,27.87,27.87,27.87,1298010.0,29.0,27.87,2018-04-03 16:00:00-04:00,2018-04-03,16:00:00,960,16
2018-04-04 16:00:00-04:00,28.39,28.39,28.39,28.39,2659062.0,25.0,28.39,2018-04-04 16:00:00-04:00,2018-04-04,16:00:00,960,16
2018-04-05 16:00:00-04:00,28.71,28.71,28.71,28.71,1013964.0,14.0,28.71,2018-04-05 16:00:00-04:00,2018-04-05,16:00:00,960,16
2018-04-06 16:00:00-04:00,27.97,27.97,27.96,27.96,2291940.0,21.0,27.96,2018-04-06 16:00:00-04:00,2018-04-06,16:00:00,960,16
2018-04-09 16:00:00-04:00,28.12,28.12,28.12,28.12,1112362.0,23.0,28.12,2018-04-09 16:00:00-04:00,2018-04-09,16:00:00,960,16
2018-04-10 16:00:00-04:00,28.16,28.16,28.16,28.16,1647848.0,22.0,28.16,2018-04-10 16:00:00-04:00,2018-04-10,16:00:00,960,16
