index,open,high,low,close,volume,trade_count,vwap,datetime,date,time,minute_of_day,hour
2018-01-02 16:00:00-05:00,88.92,88.92,88.89,88.89,1284625.0,27.0,88.92,2018-01-02 16:00:00-05:00,2018-01-02,16:00:00,960,16
2018-01-03 16:00:00-05:00,91.32,91.32,91.23,91.32,2476438.0,25.0,91.32,2018-01-03 16:00:00-05:00,2018-01-03,16:00:00,960,16
2018-01-04 16:00:00-05:00,91.21,91.21,91.21,91.21,765202.0,21.0,91.21,2018-01-04 16:00:00-05:00,2018-01-04,16:00:00,960,16
2018-01-05 16:00:00-05:00,91.9,91.91,91.75,91.91,1224086.0,33.0,91.91,2018-01-05 16:00:00-05:00,2018-01-05,16:00:00,960,16
2018-01-08 16:00:00-05:00,92.36,92.36,92.34,92.34,1741789.0,32.0,92.34,2018-01-08 16:00:00-05:00,2018-01-08,16:00:00,960,16
2018-01-09 16:00:00-05:00,92.98,92.98,92.98,92.98,1879534.0,35.0,92.98,2018-01-09 16:00:00-05:00,2018-01-09,16:00:00,960,16
2018-01-10 16:00:00-05:00,92.41,92.41,92.36,92.39,1141170.0,24.0,92.39,2018-01-10 16:00:00-05:00,2018-01-10,16:00:00,960,16
2018-01-11 16:00:00-05:00,93.21,93.21,93.21,93.21,922100.0,24.0,93.21,2018-01-11 16:00:00-05:00,2018-01-11,16:00:00,960,16
2018-01-12 16:00:00-05:00,94.94,94.94,94.94,94.94,1105869.0,24.0,94.94,2018-01-12 16:00:00-05:00,2018-01-12,16:00:00,960,16
2018-01-16 16:00:00-05:00,95.11,95.11,95.11,95.11,1790226.0,36.0,95.11,2018-01-16 16:00:00-05:00,2018-01-16,16:00:00,960,16
2018-01-17 16:00:00-05:00,100.36,100.38,100.23,100.26,1302211.0,49.0,100.36,2018-01-17 16:00:00-05:00,2018-01-17,16:00:00,960,16
2018-01-18 16:00:00-05:00,98.05,98.49,98.05,98.05,1043914.0,29.0,98.05,2018-01-18 16:00:00-05:00,2018-01-18,16:00:00,960,16
2018-01-19 16:00:00-05:00,98.4,98.4,98.4,98.4,1254369.0,32.0,98.4,2018-01-19 16:00:00-05:00,2018-01-19,16:00:00,960,16
2018-01-22 16:00:00-05:00,100.6,100.69,100.6,100.6,2975394.0,41.0,100.6,2018-01-22 16:00:00-05:00,2018-01-22,16:00:00,960,16
2018-01-23 16:00:00-05:00,100.98,101.09,100.98,101.09,1257739.0,41.0,100.98,2018-01-23 16:00:00-05:00,2018-01-23,16:00:00,960,16
2018-01-24 16:00:00-05:00,92.39,92.39,92.39,92.39,1348650.0,21.0,92.39,2018-01-24 16:00:00-05:00,2018-01-24,16:00:00,960,16
