index,open,high,low,close,volume,trade_count,vwap,datetime,date,time,minute_of_day,hour
2018-01-02 16:00:00-05:00,334.17,334.17,334.17,334.17,249028.0,21.0,334.170006,2018-01-02 16:00:00-05:00,2018-01-02,16:00:00,960,16
2018-01-03 16:00:00-05:00,339.85,339.85,339.85,339.85,171609.0,16.0,339.85,2018-01-03 16:00:00-05:00,2018-01-03,16:00:00,960,16
2018-01-04 16:00:00-05:00,339.99,339.99,339.99,339.99,181873.0,20.0,339.99,2018-01-04 16:00:00-05:00,2018-01-04,16:00:00,960,16
2018-01-05 16:00:00-05:00,342.49,342.49,342.19,342.19,199881.0,30.0,342.4897,2018-01-05 16:00:00-05:00,2018-01-05,16:00:00,960,16
2018-01-08 16:00:00-05:00,329.65,329.65,329.65,329.65,280273.0,28.0,329.65,2018-01-08 16:00:00-05:00,2018-01-08,16:00:00,960,16
2018-01-09 16:00:00-05:00,336.4,336.4,336.36,336.36,256318.0,35.0,336.360016,2018-01-09 16:00:00-05:00,2018-01-09,16:00:00,960,16
2018-01-10 16:00:00-05:00,336.72,336.72,336.72,336.72,129346.0,24.0,336.72,2018-01-10 16:00:00-05:00,2018-01-10,16:00:00,960,16
2018-01-11 16:00:00-05:00,333.07,333.07,332.91,333.07,145961.0,23.0,333.069877,2018-01-11 16:00:00-05:00,2018-01-11,16:00:00,960,16
2018-01-12 16:00:00-05:00,335.95,335.95,335.95,335.95,217229.0,21.0,335.95,2018-01-12 16:00:00-05:00,2018-01-12,16:00:00,960,16
2018-01-16 16:00:00-05:00,338.85,338.86,338.85,338.85,210743.0,27.0,338.850022,2018-01-16 16:00:00-05:00,2018-01-16,16:00:00,960,16
2018-01-17 16:00:00-05:00,344.87,344.87,344.87,344.87,318768.0,34.0,344.87,2018-01-17 16:00:00-05:00,2018-01-17,16:00:00,960,16
2018-01-18 16:00:00-05:00,344.44,344.44,344.44,344.44,242765.0,31.0,344.44,2018-01-18 16:00:00-05:00,2018-01-18,16:00:00,960,16
2018-01-19 16:00:00-05:00,342.41,342.41,342.41,342.41,313315.0,20.0,342.41,2018-01-19 16:00:00-05:00,2018-01-19,16:00:00,960,16
2018-01-22 16:00:00-05:00,347.64,347.64,347.64,347.64,175242.0,21.0,347.64,2018-01-22 16:00:00-05:00,2018-01-22,16:00:00,960,16
2018-01-23 16:00:00-05:00,346.75,346.75,346.75,346.75,162935.0,21.0,346.749873,2018-01-23 16:00:00-05:00,2018-01-23,16:00:00,960,16
2018-01-24 16:00:00-05:00,346.5,346.5,345.63,345.63,320597.0,27.0,346.499227,2018-01-24 16:00:00-05:00,2018-01-24,16:00:00,960,16
