index,open,high,low,close,volume,trade_count,vwap,datetime,date,time,minute_of_day,hour
2018-01-02 16:00:00-05:00,87.47,87.47,87.47,87.47,148369.0,16.0,87.47,2018-01-02 16:00:00-05:00,2018-01-02,16:00:00,960,16
2018-01-03 16:00:00-05:00,87.56,87.88,87.56,87.56,154518.0,9.0,87.72,2018-01-03 16:00:00-05:00,2018-01-03,16:00:00,960,16
2018-01-04 16:00:00-05:00,88.08,88.08,88.08,88.08,358509.0,7.0,88.08,2018-01-04 16:00:00-05:00,2018-01-04,16:00:00,960,16
2018-01-05 16:00:00-05:00,88.88,88.88,88.88,88.88,57883.0,5.0,88.88,2018-01-05 16:00:00-05:00,2018-01-05,16:00:00,960,16
2018-01-08 16:00:00-05:00,89.76,89.76,89.76,89.76,137290.0,8.0,89.76,2018-01-08 16:00:00-05:00,2018-01-08,16:00:00,960,16
2018-01-09 16:00:00-05:00,90.74,90.74,90.74,90.74,161184.0,15.0,90.74,2018-01-09 16:00:00-05:00,2018-01-09,16:00:00,960,16
2018-01-10 16:00:00-05:00,89.72,89.72,89.72,89.72,947293.0,8.0,89.72,2018-01-10 16:00:00-05:00,2018-01-10,16:00:00,960,16
2018-01-11 16:00:00-05:00,91.61,91.61,91.61,91.61,133137.0,11.0,91.61,2018-01-11 16:00:00-05:00,2018-01-11,16:00:00,960,16
2018-01-12 16:00:00-05:00,92.77,92.77,92.77,92.77,117150.0,17.0,92.77,2018-01-12 16:00:00-05:00,2018-01-12,16:00:00,960,16
2018-01-16 16:00:00-05:00,92.51,92.51,92.51,92.51,461469.0,13.0,92.51,2018-01-16 16:00:00-05:00,2018-01-16,16:00:00,960,16
2018-01-17 16:00:00-05:00,94.08,94.08,94.08,94.08,134124.0,5.0,94.08,2018-01-17 16:00:00-05:00,2018-01-17,16:00:00,960,16
2018-01-18 16:00:00-05:00,94.91,94.99,94.62,94.99,128611.0,14.0,94.92,2018-01-18 16:00:00-05:00,2018-01-18,16:00:00,960,16
2018-01-19 16:00:00-05:00,96.27,96.27,96.27,96.27,39777.0,11.0,96.27,2018-01-19 16:00:00-05:00,2018-01-19,16:00:00,960,16
2018-01-22 16:00:00-05:00,97.01,97.01,97.01,97.01,143881.0,9.0,97.01,2018-01-22 16:00:00-05:00,2018-01-22,16:00:00,960,16
2018-01-23 16:00:00-05:00,97.09,97.09,96.68,97.09,74206.0,10.0,97.06,2018-01-23 16:00:00-05:00,2018-01-23,16:00:00,960,16
2018-01-24 16:00:00-05:00,96.49,96.49,96.49,96.49,113560.0,4.0,96.49,2018-01-24 16:00:00-05:00,2018-01-24,16:00:00,960,16
2018-01-25 16:00:00-05:00,96.72,96.72,96.68,96.72,125929.0,9.0,96.72,2018-01-25 16:00:00-05:00,2018-01-25,16:00:00,960,16
2018-01-26 16:00:00-05:00,97.54,97.54,97.54,97.54,43525.0,6.0,97.54,2018-01-26 16:00:00-05:00,2018-01-26,16:00:00,960,16
2018-01-29 16:00:00-05:00,96.27,96.27,96.27,96.27,142246.0,7.0,96.27,2018-01-29 16:00:00-05:00,2018-01-29,16:00:00,960,16
2018-01-30 16:00:00-05:00,95.51,95.51,95.51,95.51,78373.0,7.0,95.51,2018-01-30 16:00:00-05:00,2018-01-30,16:00:00,960,16
2018-01-31 16:00:00-05:00,95.29,95.29,95.29,95.29,153003.0,19.0,95.29,2018-01-31 16:00:00-05:00,2018-01-31,16:00:00,960,16
2018-02-01 16:00:00-05:00,95.81,95.81,95.81,95.81,49693.0,11.0,95.81,2018-02-01 16:00:00-05:00,2018-02-01,16:00:00,960,16
2018-02-02 16:00:00-05:00,94.4,94.4,94.37,94.37,81855.0,15.0,94.4,2018-02-02 16:00:00-05:00,2018-02-02,16:00:00,960,16
2018-02-05 16:00:00-05:00,90.61,90.61,90.61,90.61,98436.0,11.0,90.61,2018-02-05 16:00:00-05:00,2018-02-05,16:00:00,960,16
2018-02-06 16:00:00-05:00,91.34,91.34,91.34,91.34,117778.0,13.0,91.34,2018-02-06 16:00:00-05:00,2018-02-06,16:00:00,960,16
2018-02-07 16:00:00-05:00,92.4,92.4,92.4,92.4,89125.0,15.0,92.4,2018-02-07 16:00:00-05:00,2018-02-07,16:00:00,960,16
2018-02-08 16:00:00-05:00,85.7,85.7,85.7,85.7,144568.0,16.0,85.7,2018-02-08 16:00:00-05:00,2018-02-08,16:00:00,960,16
2018-02-09 16:00:00-05:00,84.67,84.67,84.67,84.67,161641.0,13.0,84.67,2018-02-09 16:00:00-05:00,2018-02-09,16:00:00,960,16
2018-02-12 16:00:00-05:00,85.92,85.92,85.92,85.92,265986.0,18.0,85.92,2018-02-12 16:00:00-05:00,2018-02-12,16:00:00,960,16
2018-02-13 16:00:00-05:00,88.23,88.23,88.23,88.23,49966.0,13.0,88.23,2018-02-13 16:00:00-05:00,2018-02-13,16:00:00,960,16
2018-02-14 16:00:00-05:00,90.13,90.13,90.13,90.13,188515.0,8.0,90.13,2018-02-14 16:00:00-05:00,2018-02-14,16:00:00,960,16
2018-02-15 16:00:00-05:00,88.78,88.78,88.78,88.78,111453.0,15.0,88.78,2018-02-15 16:00:00-05:00,2018-02-15,16:00:00,960,16
2018-02-16 16:00:00-05:00,88.9,88.9,88.9,88.9,68566.0,8.0,88.9,2018-02-16 16:00:00-05:00,2018-02-16,16:00:00,960,16
2018-02-20 16:00:00-05:00,87.99,87.99,87.99,87.99,81729.0,15.0,87.99,2018-02-20 16:00:00-05:00,2018-02-20,16:00:00,960,16
2018-02-21 16:00:00-05:00,88.88,88.88,88.88,88.88,143743.0,12.0,88.88,2018-02-21 16:00:00-05:00,2018-02-21,16:00:00,960,16
2018-02-22 16:00:00-05:00,90.52,90.52,90.52,90.52,93967.0,10.0,90.52,2018-02-22 16:00:00-05:00,2018-02-22,16:00:00,960,16
2018-02-23 16:00:00-05:00,90.77,90.77,90.77,90.77,69633.0,9.0,90.77,2018-02-23 16:00:00-05:00,2018-02-23,16:00:00,960,16
2018-02-26 16:00:00-05:00,91.61,91.61,91.61,91.61,50427.0,9.0,91.61,2018-02-26 16:00:00-05:00,2018-02-26,16:00:00,960,16
2018-02-27 16:00:00-05:00,90.33,90.35,90.33,90.33,51334.0,7.0,90.33,2018-02-27 16:00:00-05:00,2018-02-27,16:00:00,960,16
2018-02-28 16:00:00-05:00,90.39,90.39,90.39,90.39,538476.0,31.0,90.39,2018-02-28 16:00:00-05:00,2018-02-28,16:00:00,960,16
2018-03-01 16:00:00-05:00,89.68,89.68,89.68,89.68,82242.0,12.0,89.68,2018-03-01 16:00:00-05:00,2018-03-01,16:00:00,960,16
2018-03-02 16:00:00-05:00,90.3,90.3,90.29,90.3,102676.0,12.0,90.3,2018-03-02 16:00:00-05:00,2018-03-02,16:00:00,960,16
2018-03-05 16:00:00-05:00,90.07,90.14,90.07,90.07,284413.0,12.0,90.07,2018-03-05 16:00:00-05:00,2018-03-05,16:00:00,960,16
2018-03-06 16:00:00-05:00,90.83,90.83,90.83,90.83,312762.0,15.0,90.83,2018-03-06 16:00:00-05:00,2018-03-06,16:00:00,960,16
2018-03-07 16:00:00-05:00,92.5,92.5,92.5,92.5,286831.0,12.0,92.5,2018-03-07 16:00:00-05:00,2018-03-07,16:00:00,960,16
2018-03-08 16:00:00-05:00,92.81,92.81,92.81,92.81,168793.0,8.0,92.81,2018-03-08 16:00:00-05:00,2018-03-08,16:00:00,960,16
2018-03-09 16:00:00-05:00,96.12,96.12,96.12,96.12,189636.0,14.0,96.12,2018-03-09 16:00:00-05:00,2018-03-09,16:00:00,960,16
2018-03-12 16:00:00-04:00,96.31,96.31,96.31,96.31,136029.0,12.0,96.31,2018-03-12 16:00:00-04:00,2018-03-12,16:00:00,960,16
2018-03-13 16:00:00-04:00,96.68,96.68,96.68,96.68,75037.0,12.0,96.68,2018-03-13 16:00:00-04:00,2018-03-13,16:00:00,960,16
2018-03-14 16:00:00-04:00,95.05,95.05,95.05,95.05,212280.0,17.0,95.05,2018-03-14 16:00:00-04:00,2018-03-14,16:00:00,960,16
2018-03-15 16:00:00-04:00,95.81,95.85,95.81,95.81,172695.0,17.0,95.81,2018-03-15 16:00:00-04:00,2018-03-15,16:00:00,960,16
2018-03-16 16:00:00-04:00,95.79,95.79,95.79,95.79,1570185.0,22.0,95.79,2018-03-16 16:00:00-04:00,2018-03-16,16:00:00,960,16
2018-03-19 16:00:00-04:00,96.3,96.3,96.3,96.3,356182.0,8.0,96.3,2018-03-19 16:00:00-04:00,2018-03-19,16:00:00,960,16
2018-03-20 16:00:00-04:00,97.66,97.66,97.66,97.66,259429.0,13.0,97.66,2018-03-20 16:00:00-04:00,2018-03-20,16:00:00,960,16
2018-03-21 16:00:00-04:00,98.06,98.06,98.06,98.06,47716.0,9.0,98.06,2018-03-21 16:00:00-04:00,2018-03-21,16:00:00,960,16
2018-03-22 16:00:00-04:00,95.5,95.54,95.5,95.5,104328.0,8.0,95.5,2018-03-22 16:00:00-04:00,2018-03-22,16:00:00,960,16
2018-03-23 16:00:00-04:00,93.61,93.61,93.61,93.61,97924.0,16.0,93.61,2018-03-23 16:00:00-04:00,2018-03-23,16:00:00,960,16
2018-03-26 16:00:00-04:00,96.16,96.16,96.16,96.16,62860.0,11.0,96.16,2018-03-26 16:00:00-04:00,2018-03-26,16:00:00,960,16
2018-03-27 16:00:00-04:00,92.97,92.97,92.97,92.97,42349.0,20.0,92.97,2018-03-27 16:00:00-04:00,2018-03-27,16:00:00,960,16
2018-03-28 16:00:00-04:00,92.55,92.55,92.55,92.55,53190.0,12.0,92.55,2018-03-28 16:00:00-04:00,2018-03-28,16:00:00,960,16
2018-03-29 16:00:00-04:00,95.71,95.71,95.71,95.71,230845.0,17.0,95.71,2018-03-29 16:00:00-04:00,2018-03-29,16:00:00,960,16
2018-04-02 16:00:00-04:00,92.2,92.2,92.2,92.2,60828.0,14.0,92.2,2018-04-02 16:00:00-04:00,2018-04-02,16:00:00,960,16
2018-04-03 16:00:00-04:00,94.14,94.14,94.14,94.14,228829.0,25.0,94.14,2018-04-03 16:00:00-04:00,2018-04-03,16:00:00,960,16
2018-04-04 16:00:00-04:00,95.26,95.26,95.26,95.26,202222.0,20.0,95.26,2018-04-04 16:00:00-04:00,2018-04-04,16:00:00,960,16
2018-04-05 16:00:00-04:00,94.46,94.46,94.46,94.46,136453.0,13.0,94.46,2018-04-05 16:00:00-04:00,2018-04-05,16:00:00,960,16
2018-04-06 16:00:00-04:00,91.72,91.72,91.72,91.72,422034.0,10.0,91.72,2018-04-06 16:00:00-04:00,2018-04-06,16:00:00,960,16
2018-04-09 16:00:00-04:00,91.29,91.29,91.28,91.28,224604.0,19.0,91.29,2018-04-09 16:00:00-04:00,2018-04-09,16:00:00,960,16
2018-04-10 16:00:00-04:00,92.85,92.85,92.85,92.85,185334.0,13.0,92.85,2018-04-10 16:00:00-04:00,2018-04-10,16:00:00,960,16
2018-04-11 16:00:00-04:00,93.06,93.06,93.06,93.06,63114.0,9.0,93.06,2018-04-11 16:00:00-04:00,2018-04-11,16:00:00,960,16
2018-04-12 16:00:00-04:00,94.68,94.68,94.68,94.68,257316.0,10.0,94.68,2018-04-12 16:00:00-04:00,2018-04-12,16:00:00,960,16
2018-04-13 16:00:00-04:00,93.81,93.81,93.81,93.81,46572.0,9.0,93.81,2018-04-13 16:00:00-04:00,2018-04-13,16:00:00,960,16
2018-04-16 16:00:00-04:00,96.18,96.18,96.18,96.18,93804.0,9.0,96.18,2018-04-16 16:00:00-04:00,2018-04-16,16:00:00,960,16
2018-04-17 16:00:00-04:00,97.41,97.41,97.41,97.41,97611.0,11.0,97.41,2018-04-17 16:00:00-04:00,2018-04-17,16:00:00,960,16
2018-04-18 16:00:00-04:00,98.33,98.33,98.33,98.33,151116.0,15.0,98.33,2018-04-18 16:00:00-04:00,2018-04-18,16:00:00,960,16
2018-04-19 16:00:00-04:00,97.62,97.62,97.62,97.62,62971.0,8.0,97.62,2018-04-19 16:00:00-04:00,2018-04-19,16:00:00,960,16
2018-04-20 16:00:00-04:00,96.72,96.72,96.72,96.72,241855.0,10.0,96.72,2018-04-20 16:00:00-04:00,2018-04-20,16:00:00,960,16
2018-04-23 16:00:00-04:00,96.7,96.7,96.7,96.7,91345.0,15.0,96.7,2018-04-23 16:00:00-04:00,2018-04-23,16:00:00,960,16
2018-04-24 16:00:00-04:00,92.71,92.71,92.71,92.71,60861.0,12.0,92.71,2018-04-24 16:00:00-04:00,2018-04-24,16:00:00,960,16
2018-04-25 16:00:00-04:00,92.35,92.35,92.35,92.35,168306.0,15.0,92.35,2018-04-25 16:00:00-04:00,2018-04-25,16:00:00,960,16
2018-04-26 16:00:00-04:00,86.57,86.57,86.57,86.57,172806.0,11.0,86.57,2018-04-26 16:00:00-04:00,2018-04-26,16:00:00,960,16
2018-04-27 16:00:00-04:00,87.26,87.26,87.26,87.26,83275.0,11.0,87.26,2018-04-27 16:00:00-04:00,2018-04-27,16:00:00,960,16
2018-04-30 16:00:00-04:00,87.18,87.18,87.18,87.18,170611.0,18.0,87.18,2018-04-30 16:00:00-04:00,2018-04-30,16:00:00,960,16
2018-05-01 16:00:00-04:00,85.8,85.8,85.8,85.8,292216.0,13.0,85.8,2018-05-01 16:00:00-04:00,2018-05-01,16:00:00,960,16
2018-05-02 16:00:00-04:00,86.64,86.64,86.64,86.64,66763.0,1.0,86.64,2018-05-02 16:00:00-04:00,2018-05-02,16:00:00,960,16
2018-05-03 16:00:00-04:00,86.73,86.73,86.73,86.73,63520.0,1.0,86.73,2018-05-03 16:00:00-04:00,2018-05-03,16:00:00,960,16
2018-05-04 16:00:00-04:00,87.47,87.47,87.47,87.47,132043.0,10.0,87.47,2018-05-04 16:00:00-04:00,2018-05-04,16:00:00,960,16
2018-05-07 16:00:00-04:00,89.83,89.83,89.83,89.83,138993.0,11.0,89.83,2018-05-07 16:00:00-04:00,2018-05-07,16:00:00,960,16
