index,open,high,low,close,volume,trade_count,vwap,datetime,date,time,minute_of_day,hour
2018-01-02 16:00:00-05:00,47.06,47.06,47.06,47.06,67927.0,7.0,47.06,2018-01-02 16:00:00-05:00,2018-01-02,16:00:00,960,16
2018-01-03 16:00:00-05:00,50.4,50.62,50.4,50.62,59378.0,6.0,50.400593,2018-01-03 16:00:00-05:00,2018-01-03,16:00:00,960,16
2018-01-04 16:00:00-05:00,51.6,51.6,51.6,51.6,952294.0,7.0,51.6,2018-01-04 16:00:00-05:00,2018-01-04,16:00:00,960,16
2018-01-05 16:00:00-05:00,51.87,51.87,51.87,51.87,87833.0,9.0,51.87,2018-01-05 16:00:00-05:00,2018-01-05,16:00:00,960,16
2018-01-08 16:00:00-05:00,51.91,51.91,51.91,51.91,54951.0,5.0,51.91,2018-01-08 16:00:00-05:00,2018-01-08,16:00:00,960,16
2018-01-09 16:00:00-05:00,52.72,52.72,52.72,52.72,295457.0,7.0,52.72,2018-01-09 16:00:00-05:00,2018-01-09,16:00:00,960,16
2018-01-10 16:00:00-05:00,51.05,51.05,51.05,51.05,88706.0,6.0,51.05,2018-01-10 16:00:00-05:00,2018-01-10,16:00:00,960,16
2018-01-11 16:00:00-05:00,52.04,52.04,52.04,52.04,140650.0,5.0,52.04,2018-01-11 16:00:00-05:00,2018-01-11,16:00:00,960,16
2018-01-12 16:00:00-05:00,52.57,52.63,52.57,52.57,92964.0,12.0,52.570432,2018-01-12 16:00:00-05:00,2018-01-12,16:00:00,960,16
2018-01-16 16:00:00-05:00,52.82,52.82,52.82,52.82,110373.0,6.0,52.82,2018-01-16 16:00:00-05:00,2018-01-16,16:00:00,960,16
2018-01-17 16:00:00-05:00,54.87,54.87,54.87,54.87,123007.0,4.0,54.87,2018-01-17 16:00:00-05:00,2018-01-17,16:00:00,960,16
2018-01-18 16:00:00-05:00,55.6,55.6,55.6,55.6,423499.0,6.0,55.6,2018-01-18 16:00:00-05:00,2018-01-18,16:00:00,960,16
2018-01-19 16:00:00-05:00,53.07,53.07,53.06,53.06,169678.0,9.0,53.069979,2018-01-19 16:00:00-05:00,2018-01-19,16:00:00,960,16
2018-01-22 16:00:00-05:00,52.26,52.26,52.26,52.26,59147.0,7.0,52.26,2018-01-22 16:00:00-05:00,2018-01-22,16:00:00,960,16
2018-01-23 16:00:00-05:00,53.93,53.93,53.93,53.93,84236.0,10.0,53.93,2018-01-23 16:00:00-05:00,2018-01-23,16:00:00,960,16
2018-01-24 16:00:00-05:00,52.77,52.77,52.77,52.77,352044.0,6.0,52.77,2018-01-24 16:00:00-05:00,2018-01-24,16:00:00,960,16
2018-01-25 16:00:00-05:00,53.09,53.09,53.09,53.09,23395.0,6.0,53.09,2018-01-25 16:00:00-05:00,2018-01-25,16:00:00,960,16
2018-01-26 16:00:00-05:00,53.85,53.85,53.85,53.85,111970.0,6.0,53.85,2018-01-26 16:00:00-05:00,2018-01-26,16:00:00,960,16
2018-01-29 16:00:00-05:00,54.74,54.74,54.74,54.74,211263.0,5.0,54.74,2018-01-29 16:00:00-05:00,2018-01-29,16:00:00,960,16
2018-01-30 16:00:00-05:00,53.39,53.39,53.39,53.39,153382.0,5.0,53.39,2018-01-30 16:00:00-05:00,2018-01-30,16:00:00,960,16
2018-01-31 16:00:00-05:00,53.99,53.99,53.99,53.99,65207.0,9.0,53.99,2018-01-31 16:00:00-05:00,2018-01-31,16:00:00,960,16
